state,w,b
000001000000000100010020010000000100100302001000000100000002000001000000000010000,0,1
102011001000012000000020000001020000111030201000201000020000000000010000100010001,2,0
000110020000000000020000000000032001102200011102000000000020000000000001010011000,2,0
001001000000000000000202000000200001113000011001200001000000200000000000100100100,1,0
000101000020010000001000000000102001112232211100020001000020000000010000000111000,2,0
000111000000010000000020000100020001112232211000002001000020000000010000100010001,2,0
001000000000000100000100000100000301001102001100200001000001020000000100000010000,0,1
000110010000012000300000000120001000102200211100020001000020000010010000000111000,1,0
000111000001000000000020000100020001112202211103000001000200000000000000000111000,0,2
100001001000010010002022000000120000110000201000022000000020000030010001100001010,2,0
200001000001000000000100000001202001100002001000130001000002010000000100000101000,0,1
020010010000001000000100000000010120110130201100012000000000110000000000000110000,0,2
000011000001000001110320100000002000100202010002020201000020000101000100010001010,2,0
000011000000010000010100200000130001001000211100020000000000000000010000000010000,0,1
000111000000010000000020010100023001112200201100202000000001000000010000000110000,0,2
000011000000000001010020000102003000110000211100020001000120000000002000000111000,1,0
000010001000000000001020000000022200102030001000200200012000000010000001000010010,1,0
000000010001000101000100200002002000100002001011230001000102000001000011000000101,2,0
000010000000010000000100100101000300110000211001000100000021000200000000000101000,0,1
000110010000010000000000000000232001110000001100210000000001000000010000000011000,0,1
010111010100000000000200001000020000102232200000020001000020000100000000000111000,1,0
000000000000000000000002000002001100000003000000010000000000100000000000000000000,0,1
000000000210000000200030100100202000112000000100020001001220100000010010000010000,1,0
000011000000010000000102000001022001110130011001012201000000000000000001000001000,0,2
000010000000000001000101000001000100100100001000000101000001300000000100000010000,0,1
000111000000000100000002000100002001112232211100020001000020000000010000000111000,0,3
000011000000010000000101002100020001110030211001020001000020000000210000002110000,0,2
000000000010300100010001010001020001100102001001000001000001000000010000000010020,0,2
000010000000010000000000000000010000110131001001020100000000000002002000000111200,0,2
001000012000000000000100100003000000110100011000002100000001200000010000000111000,0,1
000011000100000000010100000102030001100202211100020001000101000000010000000010000,0,1
000001000000000000000110020100000301112202211100020001000020000000010000000111000,2,0
000111000000010000000222000100020001110131011000010021000000000000010000000010000,0,2
000111000000010000000220000100020001112302211010020001000020000000010000000111000,4,0
000111000000010000000020000100020001112232211000012001020000000000010000000110001,2,0
000010010000000000001020000000222200100030001000202000012000000000000001001010010,1,0
100000000001000100002003010120102001000002201000020001000020000000000100000001000,2,0
000010100000000000000020000000222200100030001000200200000002000000000000001010010,1,0
000000000000000000000002000102000100000103100000000000000020000000000000000010000,0,1
000110000000010000000020000100020201112203100100020001000020000000010000000111000,1,0
000010000010000200000010100102030000000000000102000200012220010000010000000010000,1,0
011011000000000000003020100100002001100202001002020201000020000000010000100111010,2,0
010000000011000000010000000000010100000130001001002001010001010001000000000110000,0,1
000011000000010000000102000000000101112232211100020001000020000000010000000111000,0,1
020111000001000000010000000100020001102232211100020001000020000000010000000111000,0,2
000110000000010000002001000102000100112232211100020001000020000000010000000111000,0,2
000010000000000000010100010100200001001300201100200000012020000000010100000000000,2,0
010010100000012301000000210100020100012200000120002001000020000001010000010011000,2,0
000000000000000001011000100001003200002202200002002000001020010000000100000011000,1,0
000111000001000100010000010000000000102201000002000001010321000001000100000000000,1,0
000010000000010000000101000101003000110000211001000100200001000200000000000101000,0,1
000110000000000000000000020000000010100231011102020001000020000000010000000110000,1,0
000000000011300100010001010000020001100102001001000001000001000000010000000010020,0,2
010100100000202310000000210100002100012000000100000200000000002000200000011001001,2,0
001000100010000000100020011000230000102002201000202000100020001010010010001010100,0,1
000000000100000200000010200100200030112200000100020000000002000000000000000000000,1,0
100001000000000000000000000120030001112202211100020001000020000000010000000111000,2,0
000011000000000000010102000000030001102201011000200100002000000000010000000110000,0,1
000111000000000000000030100102000000112200001100020001000020100000010000000111000,1,0
000110000001000000000020000102220001100001001001000001000200010013000000001000000,0,2
010011000000012300000020010100020100012200001100022001000020000010010000010011000,2,0
000111000010200000000000000100020100100300101001200100000020000000010000000011000,0,1
000010101001000100110020000000302000100202001002020201100020000000000101101000001,2,0
100001000001000000200020000100002001100130201000012201010000010001000000000111000,0,1
000010000000000000000000110000011201110103211001010100000001000000000001000000000,0,2
000000000001000100010000010000001000000000301000101000001000010010000100000000000,0,1
001010000000000000200000002100020001110232001102020001000000200100000000000010010,1,0
100110010001000000000020000000202001110030211001202001000020000000011001000000000,1,0
000000000010000000001100100000200201010002211001202000002031100000000001020000000,1,0
010000010000000020020000021000030000102002200000100000002000000000000001011001000,2,0
000010000000100100000000000100131001111000011020000000000000000201000000000011000,0,1
000100100000000000000021000100000001112231011100010000000000000000010000000110000,0,1
000110010000010000000020000100222001112003211100021001000020000000010000000110000,0,1
000010000000010000000020000100020001110131011000010021000002000000010000000011000,0,2
000111000000010000000220000000120010112002211010020001300020000000100010000011000,2,0
000101000210010012011000000000021000000200001000000000013200011000000001001000022,0,1
000001000100000000000100200001201001100300101102210000000000000000010000000111000,0,1
001000100010000000100001011000302000112002201100020001000020000000210000000111000,0,1
000111000000000001000000000100020001110232211102000001000010200000000000000111000,0,2
000110000000010002002030000020002001101000011100020001000020000000010000000111000,1,0
000001000000000000000100120100000301112202211100020001000020000000010000000111000,2,0
000111000000000100000020010100230001112202201120010000000000000000010000000111000,1,1
000000000002200000000000100003000000100002211001020001002020000000010000000011000,2,0
000010101001000100110020000000302000100202001002020201100020000000000001101000011,2,0
000111000000010000010020010102020001100032201100200001020000000001000000000011000,0,2
000011000000000000000100000000032001112002211100020001000020000000210000000111000,1,0
010000001000000000122010010000030110001000000110001000000010120200000001000000000,0,2
